757.85,762.42,766.98,771.55,770.28,772.16,774.05,772.22,770.4,768.58,766.75,767.54,768.33,769.11,769.9,770.68,771.18,771.67,772.3,771.89,771.48,770.39,770.81,771.24,771.66,772.09,772.51,771.55,770.59,769.63,771.51,768.23,770.57,771.22,771.86,772.5,773.14,774.87,777.4,779.93,782.22,784.21,786.16,782.57,783.19,783.22,782.05,779.61,777.19,778,781.33,784.74,781.28,784,784.08,786.6,788.45,783.99,778.96,773.93,770.28,766.83,763.38,759.94,756.49,779.23,783.69,774.6,775.33,773.52,774.36,779.21,784.06,777.47,770.87,780.08
1614.8,1615.7,1614.7,1614.8,1615.1,1615.8,1613.8,1615.3,1615.3,1613.8,1616.2,1614.3,1615.3,1614.7,1615,1616.7,1614.2,1614.4,1615.5,1615,1615.8,1613.9,1616.2,1617.1,1615.9,1616.4,1615.6,1615.3,1615.1,1616.4,1615.2,1615.4,1616.2,1616.1,1616.9,1616.7,1615.8,1616.3,1616.2,1616.6,1614.5,1614.7,1616.2,1615.9,1615.8,1616.1,1615.7,1615.1,1614.8,1615.8,1616.2,1615.9,1614.8,1615,1615.1,1614.5,1617.1,1616.4,1616.7,1615.8,1616.1,1614.2,1614.9,1614.5,1614,1613.6,1614.4,1614.3,1616.9,1614.4,1614.3,1614.9,1614.4,1616,1616.1,1615.2
1489,1493.1,1491.3,1490.3,1491.5,1498.3,1497,1488.2,1489.5,1496,1489.8,1495.2,1489.6,1490,1497.8,1499.1,1497.2,1489.6,1504.3,1489.3,1499,1492.9,1490.9,1494.7,1492.4,1507.7,1494.1,1497.3,1506.3,1500.6,1494.3,1509,1501.1,1500.8,1499.2,1504.1,1504.7,1506.9,1508.1,1511.3,1508.9,1512,1511.6,1515,1510.7,1514.6,1515.2,1510.9,1517.8,1516.1,1514.6,1513.7,1509.4,1514,1520.1,1527.9,1532.4,1535.4,1524,1526.7,1528.2,1542,1514.1,1551.5,1535.8,1544.1,1545.3,1547,1549.1,1551.2,1545.7,1563.9,1569,1567.4,1572.4,1573.6
1671.4,1672.3,1673.1,1674,1674.8,1675.6,1672.2,1674.8,1677.5,1680.1,1682.4,1684.7,1687,1689.3,1692,1696.4,1692.1,1701,1696.2,1700,1698,1697.2,1697.4,1696.7,1696.2,1695.9,1699.8,1694.5,1696.9,1696.7,1693,1703.3,1700.4,1700.9,1701.3,1704.7,1708.5,1705.5,1707.9,1705.9,1711.3,1707.6,1702.8,1702.9,1706,1707.7,1709.1,1705.8,1705.1,1703.6,1706,1703.7,1701.4,1700.6,1699.3,1700.3,1698.5,1692.7,1690.8,1691.1,1685.1,1685.5,1681.8,1673,1675.1,1670.7,1670.2,1662.7,1658.4,1660.7,1656.2,1653.3,1650.1,1652.4,1645.8,1646.8
562.06,557.22,552.38,539,550.56,543.33,550.4,541.02,532.97,528.43,524.11,512.52,527.03,464.03,434.78,440.25,443.55,442.35,459.89,439.15,470.87,477.26,467.98,478.95,488.71,489.81,500.76,510.76,517.99,537.83,548.6,553.89,573.44,585.34,589.49,595.46,604.06,614.32,620.71,637.51,644.82,633.13,647.01,652.92,654.72,656.52,654.44,649.08,652.25,655.41,645.83,647.06,632.62,618.11,613.86,613.82,607.64,601.47,601.25,601.03,600.82,599.32,598.93,596.1,592.55,590.62,583.75,582.81,595.6,577.1,590.48,590.43,590.37,590.32,590.7,592.22
189.67,182.56,181.66,181.66,181.5,180.25,179.01,179.77,180.69,180.27,178.97,181.64,183.56,187.75,183.35,186.89,188.96,191.33,193.1,194.88,196.66,208.95,221.24,228.53,230.93,238.61,247.17,254.84,257.07,263.39,268.01,272.07,275.53,281.69,280.22,283.7,286.19,296.28,300.08,300.6,301.12,295.44,302.16,300.74,303.19,308.67,312.41,318.44,323.57,322.37,326.95,325.35,321.77,329.24,331.19,329.68,329.88,330.93,329.76,323.08,319.06,325.78,329.77,323.15,326.85,318.59,314.2,311.29,302.32,300.21,299.82,297.6,294.95,289.88,288.72,291.16
1217.1,1176.6,1136.1,1128.6,1145.6,1162.6,1140.6,1143.2,1143.4,1143.6,1143.8,1129,1085.3,1081.1,1076.9,1072.7,1068.4,1062,1055.6,1064.8,1098.7,1090.5,1068.1,1054,1039.8,1014.9,1020.3,1008.3,979.95,965,992.69,971.76,952.79,974.7,963.89,989.65,982.75,986.43,966.7,964.83,946.24,939.14,936.75,934.35,938.03,931.84,897.01,838.67,895.52,916.59,893.69,870.78,847.88,895.14,899.96,904.78,857.45,877.98,891.77,893.28,888.33,827.97,888.25,876.22,800.36,823.11,793.5,794.23,800.61,817.62,812.81,781.61,775.08,781.77,760.12,763.93
548.7,556.66,564.62,572.58,580.53,588.47,597,605.52,611.03,616.53,624.99,622.79,626.31,629.83,633.35,641.45,646.53,651.61,656.69,662.66,649.81,668.64,674.11,673.85,672.61,655.94,654.08,652.21,657.04,658.9,664.29,678.93,693.58,708.22,712,715.13,720.26,732.65,731.37,730.12,730.79,729.63,736.66,735.29,734.87,744.48,746.42,754.99,761.88,764.27,776.3,781.86,784.01,788.14,794.33,792.14,796.7,792.7,787.2,786.76,782.55,782.19,775.06,777.11,774.69,777.62,772.15,772.2,768.73,769.54,764.48,769.8,762.79,752.25,753.5,751.51
518.6,516.68,514.76,512.84,510.92,509,507.08,505.16,503.25,501.33,506.85,508.83,510.8,512.78,514.75,517.7,519.32,520.93,522.54,524.16,531.27,532.27,537.41,546.42,555.43,572.25,574.47,576.68,575.66,584.15,581.96,579.38,576.31,570.19,575.17,567.85,568.71,572.46,566.07,574.52,567.68,567.47,563.46,554.21,554.62,539.62,529.73,527.33,533.52,539.69,549.37,560.51,576.7,596.78,637.9,683.96,702.21,706.08,714.28,716.48,724.23,738.11,770.94,790.12,812.45,818.7,820.68,828.08,834.57,840.03,840.45,846.18,851.72,852.43,853.08,849.14
1405.6,1424.7,1421.7,1441.7,1438,1439,1447.8,1449.1,1450.7,1462.3,1455.9,1449.5,1447.2,1448.7,1450.1,1384.3,1439.6,1441.2,1455.6,1437.4,1444.6,1442.6,1427.3,1436.9,1473.8,1430.7,1433.3,1455.9,1481.5,1471.1,1428.5,1426.8,1422,1425.2,1412.2,1407.4,1305.6,1299.3,1306.9,1293.9,1276.2,1297.6,1277.9,1263.4,1268.7,1260,1256.6,1265.1,1254,1246,1250.1,1249.3,1249,1242.6,1243.9,1238.7,1243.8,1234.6,1238.2,1281.1,1231.9,1229.8,1243.1,1229.2,1256.7,1276.1,1208.6,1220.4,1235.1,1216.3,1200.7,1212.8,1197.2,1191.3,1177.1,1171.4
