98.919,101.44,103.95,106.47,108.99,111.51,114.03,116.54,120.13,180.88,192.23,192.61,205.29,198.01,201.77,213.32,227.9,238.84,244.27,249.17,260.15,267.08,282.56,298.04,313.52,403.81,386.88,415.14,443.4,375.77,308.13,467.69,471.5,471.79,472.08,472.37,468.47,498.14,494.94,492.41,489.88,487.36,508.85,511.08,505.3,499.53,508.45,529.14,529.44,518.1,529.61,525.12,538.61,536.56,547.36,577.2,551.19,587.29,554.65,573.5,605.79,604.97,577.08,616.47,619.04,624.22,628.56,635.09,623.15,599.99,589.12,578.25,567.37,556.5,545.63,534.75
1921,1913.3,1907.2,1907.2,1902.2,1892.8,1898.4,1895.7,1891.8,1888.2,1887.9,1887.8,1879.4,1873.1,1875.3,1863.5,1863.9,1856.3,1852.2,1853.8,1847,1841.7,1833.4,1833.1,1835.8,1837.7,1832.7,1825.1,1819.7,1812.7,1805.4,1797.1,1787.5,1781,1778.7,1772,1766,1762.4,1753.4,1751.1,1777.5,1742.8,1729.2,1746.5,1729.6,1746.6,1737.8,1704.5,1701.9,1705.3,1688.8,1678.6,1672.9,1666.5,1660.6,1656.9,1651.7,1644.9,1638.7,1632.2,1626.1,1618.7,1615.1,1614.4,1608.8,1602.1,1594.3,1588.9,1577.1,1568.8,1560.6,1554.1,1542.7,1533,1527.7,1522.7
1732.4,1735.1,1744.3,1751.8,1738.6,1734.4,1670.3,1744.1,1737.5,1669.2,1676.3,1695.5,1714.7,1760.3,1767.9,1774.1,1780.3,1792.4,1795.8,1794.8,1787,1793.2,1763.5,1753,1726.8,1747.5,1707.4,1717.3,1701.2,1625.2,1609.1,1602.7,1599.6,1603.2,1606.8,1634.2,1692.6,1762.7,1772.7,1762.7,1760.3,1760.3,1763.3,1763.5,1763.1,1758.4,1760.4,1767.3,1770.3,1770.6,1725.9,1703.1,1709,1674.3,1652.6,1640.1,1627.5,1626.7,1600,1593.6,1588.6,1589.8,1593.1,1592.8,1592.5,1586.9,1579.3,1571.8,1600.5,1601.9,1603.4,1604.9,1616.6,1628.2,1612.2,1605.6
1706.2,1720.6,1723.4,1721.2,1718.4,1737.2,1753.4,1754.8,1760.9,1759,1759.3,1755.7,1763.4,1763.1,1744.9,1755.3,1765.6,1758.3,1751.7,1745.1,1746.3,1747.5,1750.8,1756.8,1769.6,1768.9,1765.2,1769.7,1771.5,1773.2,1759,1733.9,1736,1747.7,1749.2,1749,1748.3,1749.7,1749.1,1743.5,1724.6,1712.2,1701.1,1708.4,1717.4,1726.7,1726.5,1726.3,1717.2,1724.1,1712,1708.5,1712.6,1710.4,1706.2,1701.2,1683.1,1710.3,1700.7,1718.8,1751.3,1767.6,1786.1,1779.2,1788.8,1777.6,1779.8,1782.8,1796.7,1796.4,1795.4,1794.6,1805.7,1814.8,1802.1,1789.3
1631.5,1624.4,1621.5,1620,1620.7,1617.8,1624.1,1620.5,1628.1,1626,1630.5,1631.1,1631.9,1635.3,1638.2,1636.9,1639.8,1638.1,1637.9,1637.5,1633,1634.2,1636.4,1635.9,1638,1635.8,1636.9,1638.4,1642.7,1651.4,1650.4,1661.2,1661.6,1651.2,1648,1651.4,1661.9,1658.9,1658,1658.1,1652.6,1664.4,1655.7,1649.6,1666.6,1657.8,1654.1,1654.3,1653.5,1647.7,1638.8,1642.1,1654.8,1635.2,1645.3,1648.3,1668.2,1669.3,1629.3,1635.1,1641.5,1641.7,1641.1,1641.6,1654,1647.4,1662.4,1662.5,1689.2,1677.8,1687.6,1688.8,1693.1,1698.8,1709.3,1726.5
1339.3,1338.4,1301.3,1375.5,1369.7,1359.1,1372.5,1362,1368.4,1349.4,1346.2,1332.6,1349.2,1348.3,1329.8,1322.8,1313.6,1344.7,1287.6,1367.6,1482.2,1500.6,1516.6,1539.3,1551.1,1549.4,1555.6,1546,1540.9,1544.2,1551.1,1550.7,1548.4,1544.3,1535.3,1534.5,1534.3,1533.9,1534.5,1533.7,1532.6,1530.5,1531.8,1531.4,1533.5,1531,1532.9,1531.9,1532.7,1532.3,1532,1532.2,1531.1,1532.5,1530.3,1531.1,1531.1,1530.9,1530.3,1531.4,1531.8,1531.2,1531.9,1531.8,1530.8,1530.7,1531,1531.3,1531.5,1530.6,1529.5,1531.7,1532,1529.6,1530.4,1530.6
1791.5,1789.5,1787.5,1786.8,1793,1780.5,1784.2,1769.7,1769.5,1769.6,1756.8,1750.4,1742.9,1735.4,1731.6,1727.8,1724,1720.3,1717.4,1714.5,1690.4,1746.4,1735.7,1736,1714.5,1751.6,1732.1,1702.8,1694.3,1691.4,1623.7,1626,1627.4,1624,1618,1599.9,1617.3,1631.9,1625.7,1601.9,1594.3,1598.3,1598.9,1575.3,1594.9,1598.9,1602.9,1606.9,1610.9,1614.9,1571.9,1567.3,1555.9,1553.9,1596.5,1597.8,1539.1,1549.8,1569.4,1589.1,1602.8,1586.1,1580.7,1583.9,1587.1,1552.9,1556.5,1551.5,1581.1,1587.6,1594.1,1600.6,1607.2,1613.7,1620.2,1626.7
115.28,110.83,127.59,144.35,161.11,177.87,258.82,252.91,275.55,301.49,317.83,337.87,376.03,398.59,433.5,436.26,463.54,459.22,478.89,518.76,555.35,571.37,552.52,620.12,629.04,629.78,607.86,594.82,565.33,538.09,516.02,489.24,505.16,509.87,498.14,484.57,464.58,444.4,405.92,406.29,406.21,378.96,382.14,365.49,310.06,305.81,305.91,300.32,314.81,322.25,322.6,323.63,331.9,324.89,317.88,322.89,323.14,316.73,310.31,303.89,298.23,292.57,291.09,289.61,321.51,353.41,380.7,412.34,420.59,435.7,486.44,477.31,463.02,448.74,434.45,420.16
322.13,320.22,314.66,315.41,312.07,311.44,307.33,303.27,301.01,276.21,268.42,265.94,265.51,266.42,269.06,276.48,280.3,284.86,282.77,285.62,289.32,298.23,302.28,293.1,280.24,268.97,268.31,251.67,240.87,240.88,230.28,219.51,204.06,201.63,194.95,189.32,191.26,192.05,200.38,207.05,205.61,212.52,225.36,239.69,254.02,268.36,316.49,334.69,337.47,342.89,364.08,297.96,322.97,437.44,476.33,509.07,550.03,549.95,556.87,555.31,561.48,568.03,571.74,574.47,569.76,603.17,623.82,629.24,647.73,654.15,660.58,667,673.43,679.85,686.28,692.7
1585.4,1586.8,1588.2,1589.6,1582.2,1574.8,1578.9,1579.9,1593.4,1597.6,1602.7,1602.4,1601.2,1603.5,1601.9,1600.4,1596.2,1593.4,1590.2,1593.3,1595,1596.5,1593.3,1591.3,1585.3,1584.8,1584.6,1586.9,1586.5,1589.6,1582.1,1582.5,1583.5,1578.1,1577.5,1575.2,1572.4,1571.8,1568.6,1569.1,1578.5,1564.8,1561.8,1562.1,1572,1573,1576,1567.4,1575.9,1570.9,1564.8,1559.2,1560,1553.7,1553.8,1547.5,1545.2,1541.8,1538,1538,1537.9,1515.3,1502.7,1490.1,1504.8,1500.8,1477.7,1511.5,1511.7,1519.5,1483.4,1485,1494.3,1493.2,1523.8,1504.3
1099.9,1106.6,1113.4,1120.2,1126.9,1133.7,1140.5,1147.2,1143.2,1144.5,1146.3,1152.7,1154,1152.6,1154.6,1174.3,1305.3,1293.9,1291.7,1289,1286,1288.2,1325.6,1342.8,1366.6,1376.3,1443.9,1442.8,1440.7,1438,1445.4,1450.2,1454.5,1462.7,1466.1,1473.7,1481.5,1491.1,1499.5,1518.4,1577.1,1594.7,1580.6,1582.2,1582.7,1586.5,1588.8,1591.7,1593.8,1595.6,1603.3,1614.4,1610.7,1625.5,1656,1638.2,1641.4,1642.9,1646.7,1651.4,1656.4,1662.8,1669.7,1677.8,1666.9,1678.8,1688.7,1672.1,1701.6,1693.7,1693.5,1689,1688,1686.4,1684.4,1681.7
1812.5,1809,1796.8,1791.3,1788.5,1778.8,1766.2,1750.9,1744.2,1706,1683,1632.6,1646.2,1637.2,1615,1596.8,1584.3,1569.1,1564.2,1553.2,1550.5,1549.5,1543.8,1528.3,1520.7,1511.3,1495.5,1477.3,1448.7,1438.4,1438.6,1440.6,1473.1,1435.5,1440.8,1446,1448.4,1444.5,1432.1,1437.8,1428.3,1429.2,1422.8,1401,1377,1358.2,1348.4,1346.2,1322.4,1315.6,1322.6,1320.6,1316.8,1323,1319.8,1319.9,1310.7,1266.7,1254.9,1244.2,1230.6,1229.9,1243.3,1244.1,1255.3,1254,1252.5,1224.5,1196.5,1235.5,1274.6,1313.6,1284.1,1304.9,1356.7,1500
639.45,606.19,567.23,553.84,555.19,547.79,543.11,548.44,552.62,545.83,538.35,525.29,519.46,526.99,538.94,563,570.98,576.8,586.88,601.89,622.05,607.97,636.55,691.57,627.18,677.86,720.64,707.53,732.03,747.74,761.34,767.64,766.73,780.47,782.96,791.23,794.37,804.11,849.36,876.35,859.45,822.85,849.23,873.27,868.01,869.94,885.89,921.5,889.41,891.41,898.1,914.08,917.63,913.19,915.19,915.8,920,903.67,904.27,906.45,898.74,894.26,892.45,883.7,872.43,869.24,868.52,853.69,850.49,856.23,834.37,817.97,803.8,795.71,779.32,781.9
1732.3,1711,1699.8,1702.8,1680.9,1670,1621.1,1596.1,1572,1559.1,1517.5,1506.5,1501.4,1482.5,1459,1419.3,1370.5,1329.9,1309.3,1308.6,1298.9,1291.6,1276.2,1272.6,1264.9,1289.3,1210.7,1176.8,1143.2,1082.6,1022,996.95,982.42,985.59,980.46,984.84,993.61,995.53,994.79,966.56,915.68,893.81,885.83,877.07,860.59,848.4,842.62,836.83,840.19,886.9,910.95,949.92,979.71,991.84,1003.2,1024.7,1031.4,1022.2,1010.5,1007.7,1029,1025.5,1100,1108.8,1094,1082.8,1097.5,1077.1,1088.7,1091.7,1084.9,1083.6,1104.7,1133.6,1182.9,1171.1
1447.1,1449,1445.6,1431.2,1430.9,1430.8,1426.4,1401.3,1396.5,1394.3,1395.3,1412.5,1417.7,1406.8,1402.6,1400.7,1398.8,1396.9,1395.1,1365.9,1362.4,1360,1352.7,1347.9,1342.2,1337.6,1289.1,1285.1,1278,1274.5,1317.7,1248.2,1256,1267.4,1267.4,1271.1,1263.6,1243.3,1241,1232.2,1222,1211.1,1219.6,1222.8,1298.3,1306.5,1294.3,1371,1403.2,1353.3,1317,1343.1,1313.3,1350.5,1348.4,1308.6,1323,1337.9,1374.7,1383.1,1368.2,1381.6,1436.6,1448,1447.3,1448.2,1449.2,1454,1457.3,1460.5,1463.8,1467.1,1470.3,1477.6,1478.9,1489
1898.6,1895.9,1895.8,1894,1896.1,1894.9,1897.5,1900.5,1898.4,1902.4,1901.9,1903.7,1902,1906.3,1905.6,1905.2,1909.4,1910.3,1912.5,1915.2,1908.5,1914.2,1913,1901.4,1889.8,1895.9,1893.2,1892.2,1903.4,1914.6,1925.8,1906.2,1924.5,1912.3,1906.2,1902.8,1899.4,1895,1896.3,1902.8,1909.3,1892.2,1886.4,1901.1,1915.7,1888.5,1878.3,1861,1880.1,1883.5,1890.2,1882.5,1878.7,1876.4,1864.9,1859.3,1860.1,1850.7,1849.2,1848.6,1861,1862.7,1851.9,1816,1811.9,1801.2,1766.6,1768.4,1782,1801.9,1808.3,1814.5,1818.6,1802.9,1797.4,1796.3
256.9,252.8,229.24,232.92,257.64,269.22,245.04,246.78,253.81,275.41,297.51,307.17,315.54,321.2,324.78,341.45,341.47,326.75,337.12,379.11,369.29,378.29,387.56,390,398.89,434.27,449.81,448.43,451.79,466.7,529.02,506.79,506.9,513.3,523.65,512.63,541.33,558.73,525.66,533.17,563.86,579.93,612.94,633.82,660.79,663.39,685.1,696.96,693.76,729.56,745.37,751.65,786.04,800.59,815.13,829.67,841.21,852.75,864.29,875.83,890.93,913.7,906.05,900.22,879.92,882.66,883.28,906.02,909.82,911.6,914.92,925.33,942.57,946.46,972.8,999.14
1345.9,1348.7,1351.6,1352.3,1356.6,1350.7,1351.9,1351.1,1349.1,1344.8,1339.6,1340,1343,1333.1,1328.6,1325.1,1307.1,1285.5,1271.1,1260.6,1243.7,1218.6,1195.6,1169.5,1162.4,1157,1164.3,1173,1182.3,1183.8,1188.6,1202.6,1218.4,1228.2,1224.6,1221.6,1228.2,1233.5,1258.3,1287.4,1312.6,1333.4,1354.5,1370.6,1397.3,1407.6,1417.2,1426.6,1430,1421.9,1411.5,1409.6,1413.4,1406.3,1397.7,1387.2,1375.6,1355.3,1342.5,1340.9,1322.9,1325.9,1327.2,1310.8,1309,1301.8,1315.1,1307.5,1321.6,1334.3,1346.4,1347.9,1346.5,1364.2,1390,1401.8
114.99,114.52,114.05,115.4,119.53,119.42,119.32,118.34,121.78,121.94,122.42,126.09,137.67,150.28,155.32,162.54,159.87,146.6,170.13,171.54,162.07,175.84,171.74,159.39,184.8,190.16,190.61,198.62,203.8,210.35,212.76,212.58,202.88,221.49,226.44,231.21,232.19,248.85,223.13,237.15,236.17,221.4,231.81,251.01,256,261.26,261.7,263.86,268.39,267.6,267.26,268.77,262.93,274.11,277.08,284.98,289.23,291.39,294.9,294.25,274.85,299.91,306.45,308.74,310.82,312.88,316.44,323.25,323.23,325.22,322.72,327.63,329.27,331.78,332.85,331.2
