840.26,840.87,841.24,842.89,843.74,844.1,843.85,844.43,843.52,846.42,843.6,843.47,843.79,844.45,845.28,845.38,846.72,845.57,845.49,846.33,846.51,845.52,845.27,846.72,847.03,846.31,846.43,846.03,845.5,845.89,847.18,845.54,845.48,847.14,846.49,847.59,846.22,847.61,845.96,846.89,847.85,847.2,846.28,847.05,847.42,846.92,846.89,846.88,846.56,847.42,847.7,847.54,847.31,847.53,848.18,846.97,846.77,847.5,847.81,847.13,847.86,846.13,845.84
951.23,951.92,952.16,953.99,955.08,955.37,954.76,955.43,954.87,957.69,954.45,954.34,954.6,955.37,956.03,956.01,957.96,956.37,956.56,957.3,958.71,956.76,958.53,958.74,958.47,957.7,959.06,958.05,957.22,957.11,958.44,957.1,957.41,958.35,958.05,958.43,957.31,958.37,956.15,957.55,958.14,956.91,956.48,956.74,956.73,956.31,956.74,956.8,956.86,957.62,957.45,957.38,957.32,957.84,956.59,957.57,956.97,957.65,957.71,957.44,957.99,956.43,956.09
1254.4,1255.3,1255.8,1256.9,1258.7,1258.7,1258.5,1259.1,1258.1,1261.2,1257.8,1258.5,1258.8,1258.9,1260.2,1259.7,1261.5,1260.2,1259.5,1261.2,1261.4,1260.7,1266.8,1261.4,1264.7,1262.1,1262.9,1262.6,1262.1,1262.4,1263.8,1262.1,1262.1,1263.7,1263.4,1264.5,1263.5,1264.6,1262.7,1263.6,1264.4,1263.7,1262.9,1263.6,1264.1,1263.2,1263.5,1263.5,1263.2,1264.2,1264,1264,1263.7,1264,1264.8,1263.5,1263.2,1264.2,1264.2,1263.3,1264,1262.2,1262.1
1297.4,1297.9,1298.4,1300.1,1300.8,1301,1301.1,1301.7,1300.9,1303.5,1300.7,1300.9,1301.5,1301.6,1302.8,1302.8,1304.2,1302.6,1302.4,1303.5,1303.7,1302.4,1304.1,1304.1,1303.7,1303.6,1303.6,1302.8,1302.2,1302.6,1304,1302.2,1302,1304.1,1303.7,1304.7,1303.9,1305,1302.9,1304.1,1304.5,1303.7,1302.9,1303.6,1304.1,1303.6,1303.2,1303.5,1302.9,1304.1,1303.9,1304.3,1303.9,1303.8,1305.1,1303.8,1303.9,1304.4,1304.8,1303.9,1304.9,1303,1302.8
1601.1,1601.6,1602,1603.4,1603.9,1604.5,1604.3,1604.8,1604.4,1607.3,1604.2,1604.4,1604.7,1605,1605.8,1606.2,1607.4,1606.1,1606.5,1606.7,1607,1606.2,1607.2,1607.4,1607.5,1607,1607,1606.6,1606.1,1606.9,1607.5,1606.5,1606.6,1608.5,1608.2,1609,1609.5,1610,1606.5,1607.8,1608.5,1607.6,1606.9,1607.7,1608.1,1607.5,1607.5,1607.6,1607.1,1608.1,1608.2,1608.1,1607.7,1607.8,1608.7,1607.4,1607.4,1608,1608.3,1607.2,1608,1606.2,1606
1030.2,1034,1037.3,1041.2,1043.9,1045.8,1047.1,1051.1,1055,1058.7,1062.4,1066.3,1069.9,1073.5,1077.2,1082.8,1087.6,1090.9,1094.2,1098.1,1106.5,1111.4,1117.2,1124.9,1130.7,1133.9,1139.3,1143.9,1147.6,1151.8,1154.6,1160.1,1162.1,1164.4,1166.1,1171.8,1179.5,1185.2,1190,1197.8,1206.6,1210.5,1213.7,1219.8,1227,1232.2,1236.7,1242.5,1247.3,1253.8,1259.2,1263.6,1264.3,1263.1,1264.1,1263.3,1264.6,1267.1,1268.4,1269.9,1270.1,1270.2,1272.3
5.636200000000000045e+02,5.636499999999999773e+02,5.658999999999999773e+02,5.624500000000000455e+02,5.611599999999999682e+02,5.631699999999999591e+02,5.618200000000000500e+02,5.637999999999999545e+02,5.614500000000000455e+02,5.615000000000000000e+02,5.643099999999999454e+02,5.646399999999999864e+02,5.662999999999999545e+02,5.676599999999999682e+02,5.669900000000000091e+02,5.662000000000000455e+02,5.624199999999999591e+02,5.618500000000000227e+02,5.621299999999999955e+02,5.608099999999999454e+02,5.618400000000000318e+02,5.613300000000000409e+02,5.642200000000000273e+02,5.612100000000000364e+02,5.647100000000000364e+02,5.647000000000000455e+02,5.628300000000000409e+02,5.680099999999999909e+02,5.683200000000000500e+02,5.709400000000000546e+02,5.721200000000000045e+02,5.730000000000000000e+02,5.730299999999999727e+02,5.751699999999999591e+02,5.732899999999999636e+02,5.700000000000000000e+02,5.703200000000000500e+02,5.737200000000000273e+02,5.749099999999999682e+02,5.777699999999999818e+02,5.772699999999999818e+02,5.763500000000000227e+02,5.774600000000000364e+02,5.788500000000000227e+02,5.811399999999999864e+02,5.834500000000000455e+02,5.857400000000000091e+02,5.839400000000000546e+02,5.802500000000000000e+02,5.816900000000000546e+02,5.827599999999999909e+02,5.844199999999999591e+02,5.780000000000000000e+02,5.793400000000000318e+02,5.772899999999999636e+02,5.785900000000000318e+02,5.792200000000000273e+02,5.798899999999999864e+02,5.813500000000000227e+02,5.817400000000000091e+02,5.830399999999999636e+02,5.816799999999999500e+02,5.846799999999999500e+02
8.117400000000000091e+02,8.110599999999999454e+02,8.155800000000000409e+02,8.327300000000000182e+02,8.154199999999999591e+02,8.444700000000000273e+02,8.649800000000000182e+02,8.520099999999999909e+02,8.181000000000000227e+02,8.329700000000000273e+02,8.452899999999999636e+02,8.487400000000000091e+02,8.729800000000000182e+02,8.693700000000000045e+02,8.536200000000000045e+02,8.809500000000000455e+02,8.665599999999999454e+02,8.966299999999999955e+02,8.908400000000000318e+02,8.782799999999999727e+02,9.171100000000000136e+02,9.310199999999999818e+02,9.255000000000000000e+02,9.441900000000000546e+02,9.671399999999999864e+02,9.810700000000000500e+02,9.802300000000000182e+02,9.548500000000000227e+02,9.312699999999999818e+02,9.170299999999999727e+02,9.353099999999999454e+02,9.299199999999999591e+02,8.934099999999999682e+02,8.761599999999999682e+02,8.799099999999999682e+02,8.799500000000000455e+02,8.691900000000000546e+02,8.759299999999999500e+02,8.696499999999999773e+02,8.892400000000000091e+02,8.640000000000000000e+02,8.543600000000000136e+02,8.645499999999999545e+02,8.712400000000000091e+02,8.617000000000000455e+02,8.406299999999999955e+02,8.567999999999999545e+02,8.531100000000000136e+02,8.411200000000000045e+02,8.376499999999999773e+02,8.251200000000000045e+02,8.248600000000000136e+02,8.082799999999999727e+02,7.702300000000000182e+02,7.710199999999999818e+02,7.946599999999999682e+02,7.960299999999999727e+02,7.960399999999999636e+02,7.748700000000000045e+02,7.586900000000000546e+02,7.529900000000000091e+02,7.552699999999999818e+02,7.196000000000000227e+02
739.26,738.79,738.55,740.71,741.11,740.24,742.11,740.91,741.33,740.77,740.84,740.16,740.2,742.98,740.73,741.35,743.33,741.04,741.3,743.16,743.91,742.51,741.76,743.16,743.53,742.75,741.25,742.27,742.02,741.77,741.77,742.56,744.94,742.33,741.77,742.4,743.2,742.69,743.06,741.87,741.44,742.08,741.22,743.17,741.83,742.52,740.37,739.69,740.38,741.88,742.13,741.8,741.62,739.38,741.94,740.89,740.12,739.12,738.83,740.03,742.12,740.73,738.97
1079.2,1078.6,1078,1079.7,1081.1,1080.6,1081.4,1080.5,1080.8,1080,1079.7,1079.7,1080.4,1082.2,1081.8,1079.9,1083.5,1080.8,1080.5,1082,1083.5,1083.5,1083.6,1085.1,1085.6,1085,1083.2,1083.9,1084.1,1083.6,1083.9,1084.8,1083.7,1084.5,1083.9,1084.3,1085.5,1085,1085.2,1084.5,1084.3,1084.4,1084,1085.4,1083.7,1084.9,1084,1083.1,1082.9,1084,1084.4,1084,1083.8,1084.3,1083.9,1083.5,1084,1083.2,1083,1083.1,1084.4,1082.7,1081.2
5.861699999999999591e+02,5.877999999999999545e+02,5.860499999999999545e+02,5.877400000000000091e+02,5.867899999999999636e+02,5.881100000000000136e+02,5.872799999999999727e+02,5.875800000000000409e+02,5.887699999999999818e+02,5.883400000000000318e+02,5.893700000000000045e+02,5.880199999999999818e+02,5.886699999999999591e+02,5.877599999999999909e+02,5.880199999999999818e+02,5.895399999999999636e+02,5.885900000000000318e+02,5.896399999999999864e+02,5.893099999999999454e+02,5.893999999999999773e+02,5.884400000000000546e+02,5.908999999999999773e+02,5.893200000000000500e+02,5.918500000000000227e+02,5.899900000000000091e+02,5.891100000000000136e+02,5.901299999999999955e+02,5.887999999999999545e+02,5.882899999999999636e+02,5.881799999999999500e+02,5.883999999999999773e+02,5.887799999999999727e+02,5.888500000000000227e+02,5.881399999999999864e+02,5.877400000000000091e+02,5.891900000000000546e+02,5.894700000000000273e+02,5.877799999999999727e+02,5.896599999999999682e+02,5.879500000000000455e+02,5.884700000000000273e+02,5.880900000000000318e+02,5.897100000000000364e+02,5.894600000000000364e+02,5.902799999999999727e+02,5.892300000000000182e+02,5.899900000000000091e+02,5.901599999999999682e+02,5.912999999999999545e+02,5.897000000000000455e+02,5.895599999999999454e+02,5.885900000000000318e+02,5.897100000000000364e+02,5.893799999999999955e+02,5.894500000000000455e+02,5.895099999999999909e+02,5.890900000000000318e+02,5.885399999999999636e+02,5.886100000000000136e+02,5.900800000000000409e+02,5.870700000000000500e+02,5.880000000000000000e+02,5.868600000000000136e+02
