430.29,434,433.72,434.21,433.5,435.77,434.94,435.05,434.19,437.72,438.12,436.74,437.29,435.95,436.33,435.56,434.58,435.84,435.72,434.91,435.06,435.72,436.79,436.27,435.61,434.66,434.08,433.95,434.72,435.24,436.36,435.82,436.76,436.33,436.41,434.14,435,436.75,434.58,436.56,433.03,435.51,437.32,433.93,433.9,437.65,435.07,435.1,436.8,435.97,436.43,434.37,437.43,434.91,437.44,435.67,433.29,433.24,434.88,435.68,433.59,434.07,434.8
1130.3,1132.8,1130.8,1131.9,1132.4,1134.8,1134.6,1135.7,1134.2,1137.6,1138.5,1135.6,1137,1137.5,1137.4,1137,1136.4,1136.9,1138.9,1138.4,1137.8,1137.4,1138.3,1137,1137.5,1135.1,1130.9,1134,1133.4,1134.5,1134.5,1133.3,1134,1132.5,1133.3,1129.8,1129.4,1131.2,1128.9,1131.2,1128.7,1130.4,1131.9,1128.8,1128.4,1131.3,1128.6,1128.2,1130.8,1129.4,1130.9,1128.6,1131.5,1129.4,1132.3,1130.4,1127,1127.3,1129,1130,1128.2,1128,1129.4
636,639.49,639.04,639.61,639.62,641.69,641.03,640.88,639.91,643.39,643.75,641.98,643,641.89,642.25,641.27,640.11,641.18,641.43,640.59,640.78,640.99,645.12,642.01,644.48,639.92,641.32,641.05,641.75,642.06,643.52,642.74,643.89,643.43,643.29,640.77,641.76,643.54,640.96,643.41,640.09,642.44,644.2,640.74,640.87,644.32,641.43,641.38,643.27,642.34,643.28,641.21,644.15,641.73,644.58,642.49,640.1,639.94,641.46,642.33,640.62,640.95,641.59
1604.8,1608.4,1608,1608.5,1607.8,1610.2,1609.3,1609.5,1608.5,1612,1612.4,1611.1,1611.7,1610.3,1610.6,1609.8,1608.9,1610,1610.1,1609.2,1609.5,1609.9,1611,1610.8,1609.9,1609,1608.5,1608.2,1608.8,1609.3,1610.6,1610,1610.9,1610.8,1610.8,1608.5,1609.3,1611.1,1608.8,1611,1607.1,1609.6,1611.5,1608,1608,1611.9,1609.1,1609,1610.8,1610.4,1610.3,1608.5,1611.6,1609,1611.8,1609.9,1607.7,1607.5,1609.1,1609.9,1608,1608.4,1609.1
493.47,497.16,496.62,496.98,496.47,498.75,497.96,497.9,496.89,500.67,501.07,499.66,499.39,499.12,499.29,498.5,497.58,498.6,499.16,497.69,497.72,498.51,499.55,499.29,498.64,497.63,497.08,496.9,497.72,498.49,499.39,499.68,500.42,500.37,501.1,497.62,499.51,501.4,497.06,499.13,495.77,497.99,500,496.52,496.56,500.3,497.65,497.7,499.36,498.6,499.17,497.2,500.4,498,500.68,498.74,496.51,496.48,498.24,498.79,496.91,497.23,497.97
1543.4,1547.3,1546.4,1547.2,1547.4,1549.9,1549.7,1549.4,1549,1551.7,1554.3,1553.7,1553.7,1552.3,1550.9,1547.1,1543.9,1541.1,1538.3,1534,1531.3,1530.3,1527.1,1524.2,1523.2,1520.6,1518.7,1516.6,1515.4,1514,1512.4,1504.4,1498.2,1493.2,1489.9,1484,1478.9,1477.2,1471.1,1470.1,1463.8,1461.8,1458.8,1449.7,1442.9,1440,1433,1427.7,1426.9,1425.1,1423.1,1416.6,1416.6,1412.8,1413.4,1411,1406.8,1405.2,1406.3,1407.1,1403.5,1402.7,1400
1.867299999999999955e+03,1.866500000000000000e+03,1.866299999999999955e+03,1.866099999999999909e+03,1.865799999999999955e+03,1.866799999999999955e+03,1.867400000000000091e+03,1.865299999999999955e+03,1.865099999999999909e+03,1.865000000000000000e+03,1.867000000000000000e+03,1.865900000000000091e+03,1.865799999999999955e+03,1.866500000000000000e+03,1.864900000000000091e+03,1.864599999999999909e+03,1.864099999999999909e+03,1.863099999999999909e+03,1.863000000000000000e+03,1.863599999999999909e+03,1.863200000000000045e+03,1.864700000000000045e+03,1.865400000000000091e+03,1.866200000000000045e+03,1.865900000000000091e+03,1.867099999999999909e+03,1.868299999999999955e+03,1.866099999999999909e+03,1.868500000000000000e+03,1.868099999999999909e+03,1.864299999999999955e+03,1.865599999999999909e+03,1.865299999999999955e+03,1.864799999999999955e+03,1.865900000000000091e+03,1.865799999999999955e+03,1.865000000000000000e+03,1.866700000000000045e+03,1.866900000000000091e+03,1.866799999999999955e+03,1.866700000000000045e+03,1.867000000000000000e+03,1.866400000000000091e+03,1.867599999999999909e+03,1.867799999999999955e+03,1.867099999999999909e+03,1.867599999999999909e+03,1.867000000000000000e+03,1.866500000000000000e+03,1.865299999999999955e+03,1.865599999999999909e+03,1.867099999999999909e+03,1.867000000000000000e+03,1.865599999999999909e+03,1.866900000000000091e+03,1.865400000000000091e+03,1.866299999999999955e+03,1.866400000000000091e+03,1.866700000000000045e+03,1.867099999999999909e+03,1.865700000000000045e+03,1.866400000000000091e+03,1.866599999999999909e+03
1.899400000000000091e+03,1.882299999999999955e+03,1.861000000000000000e+03,1.849900000000000091e+03,1.832599999999999909e+03,1.824900000000000091e+03,1.794400000000000091e+03,1.779299999999999955e+03,1.745700000000000045e+03,1.731299999999999955e+03,1.727599999999999909e+03,1.715900000000000091e+03,1.682200000000000045e+03,1.680000000000000000e+03,1.688000000000000000e+03,1.695299999999999955e+03,1.689700000000000045e+03,1.662099999999999909e+03,1.642500000000000000e+03,1.643900000000000091e+03,1.608599999999999909e+03,1.574000000000000000e+03,1.576400000000000091e+03,1.587299999999999955e+03,1.582500000000000000e+03,1.552500000000000000e+03,1.526299999999999955e+03,1.531799999999999955e+03,1.507900000000000091e+03,1.494599999999999909e+03,1.479700000000000045e+03,1.458599999999999909e+03,1.410000000000000000e+03,1.388799999999999955e+03,1.353200000000000045e+03,1.323400000000000091e+03,1.324000000000000000e+03,1.278000000000000000e+03,1.257099999999999909e+03,1.252299999999999955e+03,1.230299999999999955e+03,1.228400000000000091e+03,1.231599999999999909e+03,1.224599999999999909e+03,1.223700000000000045e+03,1.215099999999999909e+03,1.194599999999999909e+03,1.194700000000000045e+03,1.191400000000000091e+03,1.186799999999999955e+03,1.191000000000000000e+03,1.156799999999999955e+03,1.174400000000000091e+03,1.168799999999999955e+03,1.172400000000000091e+03,1.166700000000000045e+03,1.154099999999999909e+03,1.160599999999999909e+03,1.143400000000000091e+03,1.119599999999999909e+03,1.110799999999999955e+03,1.079099999999999909e+03,1.069200000000000045e+03
1400.1,1399,1399.7,1399.7,1399.7,1399.5,1400.4,1399.5,1399.5,1400.1,1399.7,1399.5,1397.8,1396.5,1397.8,1399.8,1399.9,1399.8,1399.8,1400.1,1400,1399.6,1400.1,1400.8,1400.3,1400.9,1399.9,1400.8,1400.8,1400.3,1400.2,1400.9,1394.6,1400.2,1400.1,1399.9,1399.8,1399.6,1399.3,1399.7,1400.1,1400.2,1399.1,1400.1,1400.5,1400,1400.1,1400.4,1400.9,1400.8,1400,1399.8,1400,1400.6,1400.5,1400.4,1400.2,1400.3,1400.3,1400.5,1399.4,1400.2,1401.1
1236.7,1235.6,1237.2,1236.6,1238.4,1238.6,1238.7,1238.1,1238.1,1238.3,1238.5,1239.1,1237.9,1238.6,1237,1237.2,1237.4,1236,1238,1238.3,1238.2,1237.3,1236.3,1235.3,1236.5,1237,1235.6,1236.2,1236.7,1236.1,1236.4,1236.2,1236.7,1236.5,1235.6,1236,1235.7,1235.6,1235,1235.6,1235.7,1235.4,1234.6,1235.8,1235.9,1235.8,1235.4,1235.3,1235.9,1236.4,1235.4,1235.4,1235.5,1235.8,1236,1235.4,1235.6,1235.7,1235.5,1235.8,1234.8,1236.2,1236.4
