312.57,258.59,265.48,315.05,311.46,322.97,286.54,245.33,266.58,297.85,315.02,310.3,388.73,462.71,443.91,419.67,424.55,479.28,492.88,545.69,627.8,654.49,670.32,667.36,649.81,634.18,641.71,609.71,644.05,590.36,592.24,601.98,626.94,649.45,487.49,488.95,505.73,530.65,527.81,513.07,528.61,539.42,544.06,560.68,584.43,617.69,617.64,634.31,599.49,570,594.06,606.26,576.91,539.94,529.23,526.19,522.48,496.68,471.62,432.27,417.3,403.32,488.18,492.85,521.66,566.35,573.93,549.69,566.99,553.04,532.42,524.15,584.47,595.03,613.07,585.22,571.83
966.72,966.91,967.1,976.58,986.07,985.23,1011.3,1041.1,1029.4,1027.6,1024.4,1033.6,1029.8,1031.6,1033.1,1023.4,1018.7,1010.8,1002.8,975.62,948.45,953.83,963.22,968.8,1015.7,1035.9,1071,1097.8,1087.5,1077.3,1067,1067.3,1064.5,1078,1087.5,1048.7,1001.1,953.58,942.73,921.3,899.87,905.67,905.9,900.72,891.16,893.57,900.65,906.78,939.6,951.43,966.16,1011.8,1025.2,1026.3,1024,977.35,947.12,957.88,959.15,994.38,997.62,1000,997.54,995.03,1015.7,1031.8,1055.4,1067,1065.9,1042.5,1023.5,1027.1,1022.8,1076.8,1124.7,1123.9,1125.2
1312.6,1313.3,1314,1314.8,1314.5,1314.3,1314.5,1314.4,1314.1,1314,1314.7,1314.1,1314.4,1314.3,1314.1,1314.3,1314.2,1314.1,1314,1314.5,1314.3,1314.2,1314.1,1313.9,1314.2,1314,1317,1314.4,1315.3,1316.1,1314,1314.3,1313.9,1315.3,1314,1314.1,1314.1,1313.6,1313.9,1313.9,1313.7,1313.4,1314.6,1315.7,1313.4,1313.8,1315,1316.1,1314.1,1314,1316.1,1314.1,1315.5,1316.8,1314.1,1316.7,1315.2,1313.7,1316.4,1313.6,1313.8,1313.9,1315.4,1316.8,1316.2,1316.4,1316.6,1316.8,1317,1313.4,1314.3,1315.9,1314.6,1314.4,1314.2,1314.1,1314.2
1759.9,1770.8,1780.5,1751.1,1691.9,1661.1,1633.2,1576.9,1543.5,1530.6,1504.9,1435.2,1421.5,1420.1,1407.5,1387.7,1392.4,1411.3,1461.9,1512.5,1557.8,1592.9,1616.6,1639.4,1654.9,1656.5,1676.3,1696.2,1696.3,1688.9,1679.5,1693.1,1691.9,1687.1,1672.3,1665.4,1640.6,1613.8,1586.9,1581.1,1548.1,1526.8,1531.4,1525.6,1539.6,1553.7,1570.2,1561.9,1556.8,1545.4,1537.2,1530.2,1523.2,1514,1498.8,1467.3,1453.9,1467.4,1479.1,1529.5,1560.6,1542.5,1536.2,1507.9,1502.7,1476.6,1479.9,1483.3,1486.6,1487.6,1505,1523.5,1536.6,1526.8,1544.6,1668.4,1788.2
1520,1450.5,1443.5,1446.2,1443.5,1443.8,1448.4,1453.1,1374.6,1323.5,1247.1,1209.7,1172.3,1134.9,1185.5,1239,1262.6,1319.6,1353.6,1403.1,1380.4,1328,1280,1229.1,1178.1,1188.9,1206.6,1313.7,1387.1,1443,1466.3,1501.1,1538.6,1555.1,1541.2,1531.5,1510.6,1468.6,1321,1229.8,1197.7,1237.9,1278.3,1323.1,1423.5,1497.5,1513,1528.5,1496.3,1450.7,1442.3,1438.3,1489.4,1521.1,1547.5,1534.2,1509.5,1399.2,1375.1,1380.3,1378.2,1364,1347,1333.8,1261.5,1248.6,1193.9,1142,1132.4,1143,1159,1166.5,1197,1192.5,1185,1182.6,1220
1544.2,1549.4,1560,1574.5,1535.7,1553.8,1601.5,1552.2,1550.4,1560.5,1566.2,1584.7,1595.7,1604.3,1610.9,1617.4,1625.1,1626.6,1615.7,1634.5,1633.6,1616.2,1638.4,1636.6,1657.1,1644.4,1647.8,1645.1,1592.9,1611.2,1620.9,1621,1627.8,1605.9,1602.4,1605.2,1612.1,1605.5,1608.5,1611,1610.9,1604.8,1606.8,1604.3,1589.7,1588.2,1623.6,1629.2,1625.5,1643.7,1628,1620.8,1652.1,1645.8,1638.3,1619.8,1614.4,1611.1,1609.6,1631,1618.3,1621.1,1621.8,1636.7,1694.6,1677.9,1635.3,1603.7,1602.5,1571.5,1560.6,1571.5,1607.3,1723.8,1708.1,1722.5,1737
269.52,267.77,280.09,295.72,274.89,281.34,276.56,292.35,277.29,283.02,271.95,283.09,290.42,255.75,286.03,293.97,307.98,308.71,333.44,344.51,329.46,331.19,342.76,325.2,331.48,332.93,329.8,326.13,318.43,306.67,314.14,302.86,329.25,297.47,305.24,309.45,324.25,323.06,325.4,338.34,322.57,317.8,350.03,337.38,327.38,323.88,312.54,328.26,325.82,292.66,302.23,302.21,294.19,305.17,295.94,297.86,296.72,287.88,292.62,284.65,278.11,267.55,259.99,281.87,270.09,255.12,274.4,289.06,272.87,260.8,270,279.49,271.23,281.59,286.38,282.29,278.16
1484.1,1478.5,1472.9,1467.4,1468.5,1469.6,1470.7,1471.8,1456.6,1441.3,1478.8,1462.5,1446.1,1450.6,1466.2,1497.9,1495.8,1493.8,1491.8,1501.5,1504.9,1508.3,1511.6,1510.4,1511.3,1505.6,1471,1452.8,1441.8,1460.5,1479.3,1471.6,1463.9,1482,1464,1468.4,1472.7,1477.1,1481.4,1485.8,1472.4,1481.5,1484.1,1480.8,1485.1,1491.2,1487.5,1488.8,1484.4,1482.1,1479.7,1477.4,1482.8,1477.5,1472.9,1501.8,1496.7,1491.5,1481.9,1468.6,1456.4,1444.2,1441.9,1437.9,1429,1436.5,1439.6,1418,1421.6,1470,1444.8,1455.7,1466.7,1478.1,1444.4,1442.4,1454.7
137.81,142.31,146.81,151.32,155.82,160.32,164.82,169.32,163.56,157.8,160.57,157.2,153.84,154.07,128.44,102.82,100.93,99.036,141.13,183.23,190.37,197.51,204.65,210.57,223.26,212.46,219.24,226.02,224.68,232.39,240.1,240.08,239.97,236.29,237.17,236.27,235.37,234.47,233.58,232.68,233.61,231.45,232.15,231.07,230.88,232.15,232.26,232.29,233.13,231.01,232.88,232.85,233.35,233.41,231.84,232.6,232.79,232.99,233.58,232.11,232.97,232.62,233.93,233.09,233.92,234.51,233.42,233.19,233.4,233.84,233.19,232.45,231.72,232.2,232.18,233.03,233.33
1881.8,1880.8,1881.2,1880.8,1883.1,1884.8,1884.9,1883.5,1884.8,1884.7,1886.5,1883.7,1882.8,1881.4,1884.7,1883.1,1887.1,1881.3,1880.6,1886.3,1882.3,1881.4,1880.3,1882.2,1881.5,1880.1,1881.9,1879.1,1884.6,1883.1,1882.9,1881.8,1878.4,1878.4,1878.2,1880.9,1883.5,1878.9,1882.4,1879.4,1877.6,1876.2,1876.6,1877.8,1878.6,1877.1,1879.1,1876.4,1879.8,1881.4,1877.6,1878.5,1878.2,1876.4,1873.1,1878.7,1874.6,1880.3,1881,1875,1879.5,1876.2,1878.7,1878.9,1880.1,1879.8,1880.1,1879.9,1877.5,1878.1,1875.4,1878.3,1881.3,1883.9,1881.9,1879.9,1877.9
1046.6,1047.1,1047.4,1047.7,1045.7,1046.2,1047.4,1046.1,1047.1,1047.1,1046.8,1045.4,1047,1046.2,1045.9,1047,1047.6,1045.5,1047.7,1046.8,1047.6,1047.1,1047.4,1046.3,1046.1,1047.7,1045.5,1046.1,1045.7,1046.8,1045.5,1045.8,1046.4,1046.2,1045.1,1046.2,1045.4,1045,1046.6,1044.6,1046.7,1043.9,1045.6,1044.3,1047.1,1045.3,1045.7,1045.5,1045.5,1045.9,1046.9,1046.2,1045.1,1045.1,1046,1046.1,1046.2,1046.5,1046.8,1045.7,1044.9,1044.9,1045.4,1045.5,1045.5,1045.2,1044.7,1045.3,1045.6,1045.8,1044.5,1044.7,1045.8,1045,1045,1046.5,1043.1
1360.8,1352.6,1352.4,1345.8,1345.2,1344.6,1343.9,1344.3,1348.5,1358.9,1365.8,1368.2,1363.1,1361.9,1353,1332.7,1315.1,1299.2,1291,1283.4,1276.8,1272.3,1302.1,1318.6,1330.9,1334,1335.5,1336.8,1340.6,1339.8,1340,1342.7,1341.9,1339.8,1342,1340.4,1339.1,1340.2,1340.7,1339.3,1337.4,1340.4,1338.9,1340.1,1337.7,1341.1,1345.8,1347.4,1344.3,1342.1,1342,1341.9,1339.9,1337.8,1328.6,1318.1,1437.2,1257,1244.6,1217.4,1188,1155.1,1134.3,1090.7,1100.7,1120.7,1144,1156.5,1156.4,1156,1141,1148.1,1150.7,1140.4,1171.2,1201,1234.5
