1530.4,1521.1,1521.6,1475.7,1462.3,1439.6,1515.1,1573.7,1556.4,1564.2,1705.5,1758.7,1759.4,1766.4,1751.6,1724.2,1690.1,1679.3,1688.8,1659.8,1600.3,1548.5,1552.4,1550.5,1529.5,1522.6,1502.6,1496.6,1510.4,1459.8,1444.9,1457.5,1468.6,1434,1397.8,1336.9,1330.6,1313.4,1316.7,1388,1429.3,1430.1,1432.7,1444.4,1427,1403.6,1374.1,1397.4,1392.6,1417.8,1518.1,1522.8,1537.5,1533.6,1499.5,1492.7,1586.8,1624.6,1648.7,1657.1,1713.3,1735.4,1747.1,1779.3,1773.8,1744.1,1733.7,1729.8,1672,1652.9,1637.4,1641,1635.6,1657.9,1666.6,1674.9,1672.7
615.29,653.58,691.87,719.63,747.39,740.5,755.8,798.69,820.66,832.27,792.29,740.91,736.39,710.5,654.16,655.77,657.64,648.77,639.9,681.27,722.64,724.71,732.03,771.34,760.9,751.23,737.92,739.12,744.87,750.62,756.37,795.63,812.82,753.06,745.09,744.86,739.88,734.9,700.26,661.29,622.32,622.91,625.92,617.86,577.74,572.1,564.43,569.25,540.04,540.89,548.19,569.07,544.77,517,491.72,490.28,440.09,433.69,447.34,453.78,453.07,460.02,476.67,493.32,425.17,358.9,334.2,338.93,339.21,333.11,333.52,331.95,328.29,329.48,298.17,296.26,300.37
1132.9,1134.9,1137,1139,1139.2,1139.3,1136.4,1136.9,1137.2,1136.2,1136.3,1138.7,1140.7,1138.5,1136.4,1134.5,1138,1137.9,1137.8,1132.6,1133.5,1134.4,1135.3,1136.2,1136.3,1136,1136.7,1136.3,1136.1,1136,1138.2,1138.1,1140,1137.4,1138.1,1137,1136.4,1139.4,1137.2,1137.6,1136.3,1135.5,1135.7,1135.8,1138.8,1134.5,1135,1135.5,1137.4,1135.1,1134.7,1138.3,1136.3,1134.3,1138.8,1134.1,1134.9,1135.7,1134.4,1137.3,1138.6,1139.8,1138.4,1137.1,1136.2,1136.2,1136.2,1136.2,1136.2,1138.8,1138.9,1137,1134.3,1135.6,1136.9,1134.7,1138.9
239.4,234.89,232.24,244.11,278.05,299.12,311.47,327.86,328.77,331.36,330.96,348.66,359.35,361.86,343.02,296.78,268.1,261.13,264.86,268.58,265.17,264.34,307.55,341.95,362.21,372.16,425.02,477.88,517.2,548.1,580.53,612.48,639.28,620.69,559.27,517.96,501.16,463.4,425.63,397.28,345.96,308.04,302.01,277.22,245.42,213.61,210.22,189.64,174.38,182.04,193.36,212.49,231.63,257.12,288.24,396.52,472.64,507.07,524.32,531.24,565.89,599.79,635.19,653.95,656.88,676.06,673.41,670.75,668.1,665.86,654.43,642.99,633.61,649.44,658.18,571.47,530.03
748.81,690.58,634.55,623.19,629.34,712.2,777.13,842.06,814.84,763.98,793.54,807.09,820.64,834.19,825.1,783.15,792,798.26,891.99,979.23,1001.5,1023,1108.6,1099.3,1090,1089.7,1087,1145.1,1191.1,1238.5,1285.5,1369.1,1484.2,1600.4,1590.5,1576.5,1555.2,1562.2,1511.4,1498.8,1445,1339.3,1302.7,1348.3,1348.3,1321.7,1296.2,1270.6,1166.5,1105.2,1073.5,1071.3,1154.4,1261.8,1334.1,1384.5,1412.4,1479.9,1490.5,1522.4,1545.3,1550.3,1535.4,1581.5,1619.6,1633.1,1614,1585.4,1583,1560.6,1532.6,1525.5,1516.4,1513,1493.8,1480.6,1531.1
403.74,415.89,444.76,469.8,476.19,488.36,529.56,565.08,584.99,597.3,597.12,568.86,551.59,567.38,545.21,523.04,484.11,483.97,491.27,472.05,488.95,500.62,479.31,459.59,583.78,599.66,600,594.14,628.57,653.35,670.92,668.05,671.92,686.78,677.75,669.04,651.68,659.35,663.71,660.11,661.47,659.25,653.76,658.63,634.06,605.94,615.25,636.47,626.72,635.73,672.2,678.17,684.26,705.63,713.76,673.02,664.68,660.07,623.57,585.92,572.95,574.46,585.51,570.29,560.22,504.08,463.27,460.39,467.7,552.34,555.76,551.28,556.1,591.88,622.9,651.84,680.78
209.25,220.03,231.59,255.81,229.01,217.86,231.19,196.61,219.16,217.68,225.4,217.08,207.55,233.03,222.8,215.21,211.48,219.96,224.61,223.93,193.04,198.41,206.07,176.72,190.71,207.45,170.97,179.55,186.47,191.14,183.71,194,191.65,183.31,183.95,178.39,187.75,180.18,196.08,196.88,181.59,186.58,186.98,183.54,200.87,179.09,172.97,184.53,182.57,181.87,175.69,166.23,167.34,114.11,130.79,117.8,129.53,147.08,129.87,163.35,158.5,162.03,153.34,166.58,161.73,150.66,167.82,147.43,170,178.26,174.03,207.56,214.74,172.6,160.91,194.83,176.23
382.39,374.35,366.3,358.26,368.95,379.65,390.35,401.05,389.8,378.55,375.63,376.27,376.91,417.11,386.96,350.99,341,331.02,321.03,355.98,364.6,373.22,381.84,384.3,376.39,414.26,352.92,306.25,302.16,319.48,336.81,343.27,346.63,331.69,316.67,315.92,315.18,314.44,313.7,312.96,323.94,343.33,342.62,326.21,320.35,357.06,359.75,332.53,347.74,358.21,368.68,372.22,388.99,406.51,411.53,346.17,354.27,362.36,365.27,375.08,391.38,407.68,398.7,403.59,412.86,414.96,411.12,404.63,400.53,390.87,391.96,385.74,379.52,381.62,383.14,386.3,394.25
1303.2,1307.1,1311.1,1315,1319,1323,1326.9,1330.9,1311.8,1292.7,1287.3,1212.1,1136.8,1073.7,1030.4,987.03,976.69,966.34,954.14,941.94,938.07,934.21,930.34,926.19,930.84,926.57,921.05,915.52,921.46,920.99,920.53,920.43,921.06,918.67,918.11,918.85,919.58,920.32,921.06,921.8,922.26,923.13,922.67,923.1,922.75,923.97,923.3,922.97,922.41,924.38,923.3,921.63,921.84,923.92,921.41,921.53,922.44,923.34,922.2,921.97,922.18,921.21,922.23,921.59,922.54,922.43,922.83,923.76,922.47,922.27,922.84,923.29,923.75,923.91,923.61,923.36,923.53
852.28,850.87,852.02,850.36,852.53,850.69,847.59,852.51,845.42,850.61,849.76,847.51,848.14,851.06,850.66,847.36,850.38,851.37,849.34,853.66,852.54,855.38,849.5,850.12,849.46,849.76,851.17,851.23,858.75,859.09,858.8,855.8,856.53,852.95,852.49,852.04,852.54,852.75,846.22,853.58,850.45,860.1,859.96,856.51,853.68,854.99,852.78,854.32,852.36,858.83,858.75,855.14,861.61,866.81,865.75,853.26,859.09,858.52,851.81,861.53,857.19,860.46,854.82,856.82,856.27,854.44,856.76,855.22,856.39,859.17,857.3,856.58,857.19,854.84,856.16,857.47,858.78
